date,price,return,energy,state,regime,raw_signal,action,invested,position,cash,total_value,stop_triggered,strategy_return
2008-05-23,99.33881378173828,-0.0134036692444158,3.2160042761367527e-06,1,1,SELL,HOLD,False,0,109275.99015045162,109275.99015045162,False,0.0
2008-05-27,100.07498168945312,0.0074106774551618,6.517650512109115e-06,0,0,BUY,BUY,True,1091,94.18512725825713,109275.99015045162,False,0.0
2008-05-28,100.53688049316406,0.00461552723681,1.0920550565807326e-05,0,0,BUY,HOLD,True,1091,94.18512725825713,109779.92174530025,False,0.004611549107492063
2008-05-29,101.04208374023438,0.0050250539363478,1.231792555998263e-05,0,0,BUY,HOLD,True,1091,94.18512725825713,110331.09848785396,False,0.0050207427168011964
2008-05-30,101.29470825195312,0.0025001910329582,8.214099694982013e-06,0,0,BUY,HOLD,True,1091,94.18512725825713,110606.71183013912,False,0.002498056722561204
2008-06-02,100.24817657470705,-0.0103315532993394,8.375256333200942e-06,0,0,BUY,HOLD,True,1091,94.18512725825713,109464.94577026364,False,-0.010322755653643378
2008-06-03,99.6635971069336,-0.0058313227007954,1.3882362142075945e-05,0,0,BUY,HOLD,True,1091,94.18512725825713,108827.16957092281,False,-0.005826305351480765
2008-06-04,99.61305236816406,-0.0005071534666293,1.0309272578889985e-05,0,0,BUY,HOLD,True,1091,94.18512725825713,108772.02526092525,False,-0.00050671454761686
2008-06-05,101.60504150390624,0.0199972703213622,3.743670490649073e-05,1,1,SELL,SELL,False,0,110945.28540801996,110945.28540801996,False,0.01997995478967529
2008-06-06,98.36446380615234,-0.031893867172224,4.944932671410739e-05,1,1,SELL,HOLD,False,0,110945.28540801996,110945.28540801996,False,0.0
2008-06-09,98.6026382446289,0.0024213463812086,2.8037853742525032e-05,1,1,SELL,HOLD,False,0,110945.28540801996,110945.28540801996,False,0.0
2008-06-10,98.11189270019533,-0.0049770021692124,2.4820552969195105e-05,1,1,SELL,HOLD,False,0,110945.28540801996,110945.28540801996,False,0.0
2008-06-11,96.6684112548828,-0.0147126042071515,2.8847726244233844e-06,1,1,SELL,HOLD,False,0,110945.28540801996,110945.28540801996,False,0.0
2008-06-12,97.03646850585938,0.0038074200889277,1.7753072103353711e-06,0,0,BUY,BUY,True,1143,32.6019058226957,110945.28540801996,False,0.0
2008-06-13,98.26342010498048,0.0126442317822705,3.116885611385895e-05,1,1,SELL,SELL,False,0,112347.69108581539,112347.69108581539,False,0.012640516202539365
2008-06-16,98.32115936279295,0.0005875966636497,2.703463233936612e-05,1,1,SELL,HOLD,False,0,112347.69108581539,112347.69108581539,False,0.0
2008-06-17,97.84484100341795,-0.0048445152850308,2.40308450840207e-05,1,1,SELL,HOLD,False,0,112347.69108581539,112347.69108581539,False,0.0
2008-06-18,96.89215850830078,-0.0097366655752847,2.066653028927092e-05,1,1,SELL,HOLD,False,0,112347.69108581539,112347.69108581539,False,0.0
2008-06-19,97.01485443115234,0.0012663142687758,1.6724841373031218e-05,1,1,SELL,HOLD,False,0,112347.69108581539,112347.69108581539,False,0.0
2008-06-20,95.44017028808594,-0.0162313714976906,1.0766841207212566e-06,1,1,SELL,HOLD,False,0,112347.69108581539,112347.69108581539,False,0.0
2008-06-23,95.34585571289062,-0.0009882062753097,1.5703709872095199e-06,0,0,BUY,BUY,True,1178,30.27305603022978,112347.69108581539,False,0.0
2008-06-24,95.15725708007812,-0.0019780475134694,2.390841428782861e-06,0,0,BUY,HOLD,True,1178,30.27305603022978,112125.52189636226,False,-0.0019775145114768744
2008-06-25,95.60694122314452,0.0047256946749525,1.0872915803449765e-05,0,0,BUY,HOLD,True,1178,30.27305603022978,112655.24981689447,False,0.0047244187725774545
2008-06-26,93.01024627685548,-0.0271601090158133,3.4550379431210145e-05,1,1,SELL,SELL,False,0,109596.34317016599,109596.34317016599,True,-0.027152810469998623
