Date,Adj Close,Close,High,Low,Open,Volume,return
2000-01-03,91.88775634765625,145.4375,148.25,143.875,148.25,8164300,
2000-01-04,88.29436492919922,139.75,144.0625,139.640625,143.53125,8089800,-0.039106313629657885
2000-01-05,88.45234680175781,140.0,141.53125,137.25,139.9375,12177900,0.0017892633656211299
2000-01-06,87.03079986572266,137.75,141.5,137.75,139.625,6227200,-0.016071330919248172
2000-01-07,92.08523559570312,145.75,145.75,140.0625,140.3125,8066500,0.058076402121763904
2000-01-10,92.401123046875,146.25,146.90625,145.03125,146.25,5741700,0.003430381093433521
2000-01-11,91.29547882080078,144.5,146.09375,143.5,145.8125,7503700,-0.011965701169165732
2000-01-12,90.38725280761719,143.0625,144.59375,142.875,144.59375,6907700,-0.009948203623164176
2000-01-13,91.61135864257812,145.0,145.75,143.28125,144.46875,5158300,0.013542903417657293
2000-01-14,92.8552017211914,146.96875,147.46875,145.96875,146.53125,7437300,0.0135773892783988
2000-01-18,92.124755859375,145.8125,146.625,145.1875,145.34375,6488500,-0.007866504495996463
2000-01-19,92.87496185302734,147.0,147.0,145.0,145.3125,6157900,0.008143370222847723
2000-01-20,91.45343780517578,144.75,146.96875,143.8125,146.96875,5800100,-0.01530578338326638
2000-01-21,91.2560043334961,144.4375,145.5,144.0625,145.5,6244800,-0.002158841443448911
2000-01-24,88.66952514648438,140.34375,145.84375,139.40625,145.65625,7896900,-0.028343112389179415
2000-01-25,89.67652130126953,141.9375,141.9375,139.0,140.515625,9942500,0.011356733366075566
2000-01-26,88.96568298339844,140.8125,141.546875,140.09375,141.0,5158100,-0.007926693715995303
2000-01-27,88.61030578613281,140.25,142.21875,138.125,141.84375,10922700,-0.003994542449946015
2000-01-28,85.84617614746094,135.875,140.0625,135.53125,139.4375,11916200,-0.031194222998657706
2000-01-31,88.17594146728516,139.5625,139.671875,135.0,135.8125,10768700,0.02713883628109781
2000-02-01,89.04466247558594,140.9375,141.6875,138.53125,139.75,8419900,0.009852131929014796
2000-02-02,89.12364959716797,141.0625,142.25,140.375,141.28125,6205900,0.0008870506034395209
2000-02-03,90.4662094116211,143.1875,143.25,140.0,140.875,7997500,0.015064012981081731
2000-02-04,90.09107208251953,142.59375,144.0,142.125,143.1875,4925400,-0.004146712143035525
2000-02-07,89.95285034179688,142.375,142.78125,141.4375,142.5625,5845800,-0.0015342445985774278
2000-02-08,91.17707061767578,144.3125,144.5625,143.625,143.96875,4936400,0.01360957736444357
2000-02-09,89.26182556152344,141.28125,144.46875,141.265625,144.46875,8511500,-0.02100577528075409
2000-02-10,89.43954467773438,141.5625,142.5625,140.875,141.625,6690600,0.0019909867974685636
2000-02-11,87.62311553955078,138.6875,141.9375,138.03125,141.84375,9849800,-0.02030901593616663
2000-02-14,88.13643646240234,139.5,139.78125,138.3125,139.78125,8528800,0.005858282026274919
2000-02-15,89.13350677490234,141.078125,141.21875,137.796875,139.25,11078300,0.011312804925183606
2000-02-16,87.82051086425781,139.0,140.9375,138.796875,140.375,8845400,-0.014730665920733577
2000-02-17,87.36640167236328,138.28125,140.4375,138.21875,140.4375,7584200,-0.005170878504640375
2000-02-18,85.49079895019531,135.3125,138.875,134.625,138.875,9409200,-0.021468238204450207
2000-02-22,85.2735595703125,134.96875,136.34375,133.53125,135.1875,16415400,-0.00254108491849947
2000-02-23,86.28053283691406,136.5625,137.46875,134.5,135.625,12119000,0.011808739680571945
2000-02-24,84.5430679321289,133.8125,137.03125,133.09375,136.6875,17375000,-0.020137391919788916
2000-02-25,84.23700714111328,133.328125,136.71875,133.125,135.1875,10559900,-0.0036201760653082893
2000-02-28,86.00410461425781,136.125,136.6875,132.71875,133.375,13397800,0.020977685854677963
2000-02-29,86.83335876464844,137.4375,137.4375,135.75,136.0625,8242500,0.009642029925315265
2000-03-01,87.4651107788086,138.4375,139.0,137.21875,137.625,6868000,0.007275452926708059
2000-03-02,87.5243911743164,138.53125,139.125,137.34375,138.6875,7600200,0.0006777604804928394
2000-03-03,89.16314697265625,141.125,141.71875,139.71875,140.4375,12770300,0.018723418424882787
2000-03-06,88.29436492919922,139.75,141.34375,138.75,140.8125,11967100,-0.009743734636502466
2000-03-07,86.5865478515625,137.046875,140.15625,135.21875,140.0,20062000,-0.01934231113170326
2000-03-08,86.47794342041016,136.875,137.84375,135.03125,136.46875,11808500,-0.001254287575230828
2000-03-09,89.00519561767578,140.875,140.875,136.125,137.25,5500900,0.02922424027800319
2000-03-10,88.53136444091797,140.125,142.0,139.53125,140.1875,7924600,-0.005323635024557127
2000-03-13,87.5638656616211,138.59375,140.46875,135.6875,136.6875,10540500,-0.01092831659612048
2000-03-14,86.32003021240234,136.625,140.09375,136.15625,139.28125,8263900,-0.01420489422001292
2000-03-15,88.33382415771484,139.8125,140.4375,136.0625,136.875,10300800,0.02332939342534157
2000-03-16,92.46035766601562,146.34375,146.84375,140.875,141.625,25601400,0.04671521410567592
2000-03-17,93.0714111328125,146.9375,148.0,145.4375,145.8125,10272900,0.006608815737054741
2000-03-20,92.59632110595703,146.1875,147.34375,144.78125,146.875,12502300,-0.005104575304843206
2000-03-21,94.49658966064453,149.1875,149.75,144.5,145.53125,13612600,0.020522074008891167
2000-03-22,95.07066345214844,150.09375,150.84375,148.6875,149.5625,8260000,0.006075074175327488
2000-03-23,96.69371032714844,152.65625,153.46875,149.15625,149.15625,11654500,0.017072005349125563
2000-03-24,97.26771545410156,153.5625,155.75,151.71875,152.875,11462900,0.00593632331421623
2000-03-27,96.23847198486328,151.9375,153.78125,151.8125,153.375,8798600,-0.01058155282493456
2000-03-28,95.68426513671875,151.0625,152.984375,150.59375,151.25,6334400,-0.005758682954065342
2000-03-29,95.78323364257812,151.21875,152.484375,149.65625,151.5625,6747500,0.0010343237283367834
2000-03-30,94.17987060546875,148.6875,151.921875,147.125,150.15625,9491900,-0.016739495798319348
2000-03-31,95.24877166748047,150.375,152.3125,148.4375,149.625,9249100,0.011349570297133571
2000-04-03,95.80303955078125,151.25,151.25,148.6875,150.125,8508200,0.005819160432176229
2000-04-04,95.0904312133789,150.125,153.0,141.390625,151.75,19585500,-0.007438264388517801
2000-04-05,94.49658966064453,149.1875,150.8125,147.625,147.875,8387200,-0.006245019032480981
2000-04-06,95.31803131103516,150.484375,151.6875,149.0,150.25,6378500,0.008692817945500364
2000-04-07,95.92179107666016,151.4375,152.125,150.5,151.5625,6023600,0.006334161095447488
2000-04-10,95.54570770263672,150.84375,153.109375,150.3125,151.75,9624200,-0.00392072927123388
2000-04-11,95.2685775756836,150.40625,151.625,148.375,150.0,9006400,-0.0029004979251985308
2000-04-12,92.6557846069336,146.28125,151.15625,146.15625,150.375,10779200,-0.027425548226269414
2000-04-13,91.36912536621094,144.25,148.15625,143.78125,147.46875,12225800,-0.013886442667135679
2000-04-14,86.1435317993164,136.0,142.8125,133.5,142.625,29604000,-0.0571921154542101
2000-04-17,89.15222930908203,140.75,140.75,134.6875,135.1875,23918200,0.034926563224442875
2000-04-18,91.5076904296875,144.46875,144.46875,139.78125,140.5625,11069200,0.026420664282430062
2000-04-19,90.65660095214844,143.125,145.125,142.53125,144.5,6553700,-0.009300742632041614
2000-04-20,91.09200286865234,143.8125,143.9375,142.375,143.5625,8537600,0.004802760217468727
2000-04-24,90.10233306884766,142.25,143.3125,140.5,141.5,12893100,-0.010864508064793776
2000-04-25,93.84339141845703,148.15625,148.15625,144.4375,144.625,14102000,0.04152010522025895
2000-04-26,92.7844009399414,146.484375,148.75,146.0,147.96875,7711100,-0.011284656942900595
2000-04-27,92.47760009765625,146.0,147.34375,143.0,143.0,15595300,-0.0033065993763730095
2000-04-28,91.90362548828125,145.09375,147.859375,145.0625,147.0,8743400,-0.006206633917498761
2000-05-01,93.1506118774414,147.0625,148.484375,145.84375,146.5625,7328300,0.013568413460676387
2000-05-02,91.28996276855469,144.125,147.125,144.125,145.5,9411900,-0.019974631098878648
2000-05-03,89.15222930908203,140.75,144.0,139.78125,144.0,12630700,-0.02341696057969045
2000-05-04,89.82518005371094,141.8125,142.359375,140.75,142.0,5963600,0.007548333337754842
2000-05-05,90.91387939453125,143.53125,144.0,140.9375,141.0625,7862400,0.012120202154555448
2000-05-08,90.23101043701172,142.453125,143.375,141.84375,142.75,5064100,-0.007511162894679124
2000-05-09,89.5085220336914,141.3125,143.40625,140.265625,143.0625,5620300,-0.008007096449669793
2000-05-10,87.48954010009766,138.125,140.96875,137.75,140.5,10293900,-0.022556309586184375
2000-05-11,89.48872375488281,141.28125,141.5,139.125,140.125,7091100,0.02285054479081583
2000-05-12,90.4585952758789,142.8125,143.46875,141.625,141.8125,5960800,0.010837918793574985
2000-05-15,92.02237701416016,145.28125,145.609375,142.0,142.75,4441300,0.01728726533406877
2000-05-16,92.91309356689453,146.6875,147.71875,145.3125,146.5625,8192200,0.009679347367839819
2000-05-17,91.94315338134766,145.15625,146.1875,144.46875,145.6875,5907200,-0.010439219579407855
2000-05-18,90.81491088867188,143.375,146.3125,143.375,145.625,4325600,-0.012271087636033462
2000-05-19,89.38975524902344,141.125,143.234375,140.40625,142.5625,6518400,-0.015692969642347676
2000-05-22,88.71672058105469,140.0625,141.46875,137.0,141.25,10839400,-0.007529214797532435
2000-05-23,87.41033172607422,138.0,140.8125,137.5625,140.4375,7979200,-0.014725396142059921
2000-05-24,88.83552551269531,140.25,140.6875,136.5,138.0,11081500,0.01630463766099588
2000-05-25,87.3114013671875,137.84375,141.8125,137.71875,140.6875,8278900,-0.017156696453492604
2000-05-26,87.41033172607422,138.0,139.6875,137.328125,138.8125,4814000,0.0011330749173372734
2000-05-30,90.2607192993164,142.5,142.9375,139.46875,140.0,5362700,0.03260927532199176
2000-05-31,90.4585952758789,142.8125,144.0,142.09375,142.5625,6056500,0.002192271212755559
2000-06-01,92.0421371459961,145.3125,145.4375,143.0,143.6875,8961600,0.017505709272709113
2000-06-02,93.64546966552734,147.84375,149.09375,147.484375,148.9375,8962200,0.017419549015773805
2000-06-05,93.190185546875,147.125,148.21875,146.875,147.46875,6998100,-0.00486178477483723
2000-06-06,92.7745132446289,146.46875,147.78125,145.90625,146.625,4858900,-0.004460472954386452
2000-06-07,93.4178237915039,147.484375,148.0,146.0,146.625,4919500,0.006934130122339788
2000-06-08,93.05162811279297,146.90625,147.75,146.0625,147.5,5723100,-0.003919976551029936
2000-06-09,92.85368347167969,146.59375,147.96875,145.625,147.5,3085300,-0.0021272560741585345
2000-06-12,91.76500701904297,144.875,146.96875,144.875,146.96875,3678900,-0.011724644752179048
2000-06-13,93.4870834350586,147.59375,147.75,144.625,144.8125,6558700,0.018766155770665982
2000-06-14,93.64546966552734,147.84375,148.875,147.1875,148.25,6420500,0.0016942044253500654
2000-06-15,93.84339141845703,148.15625,148.75,146.84375,148.125,5881200,0.0021135219208852085
2000-06-16,93.07230377197266,146.59375,148.3125,145.875,148.3125,5567900,-0.008216749574256332
2000-06-19,94.26274871826172,148.46875,149.15625,146.25,146.46875,5106900,0.012790539161958048
2000-06-20,93.9254379272461,147.9375,148.875,147.0,148.1875,6480000,-0.003578410301017243
2000-06-21,93.88577270507812,147.875,148.4375,146.890625,146.9375,3115000,-0.0004223054269780757
2000-06-22,92.45726776123047,145.625,147.6875,145.0,147.5625,7490500,-0.015215350555136786
2000-06-23,91.66363525390625,144.375,146.125,143.875,145.8125,4863300,-0.008583776338424443
2000-06-26,92.84410858154297,146.234375,146.25,144.875,145.375,5201300,0.01287831673233164
2000-06-27,92.15963745117188,145.15625,146.71875,145.015625,145.984375,4159500,-0.0073722623958411004
2000-06-28,92.41753387451172,145.5625,146.984375,145.3125,145.625,5347700,0.0027983662964872202
2000-06-29,91.54456329345703,144.1875,145.75,143.515625,144.75,6345700,-0.00944594109425212
2000-06-30,92.23902893066406,145.28125,145.59375,143.890625,143.9375,7420200,0.007586093725531651
2000-07-03,93.50880432128906,147.28125,147.4375,145.1875,145.4375,1436600,0.013766140053138365
2000-07-05,91.82237243652344,144.625,146.65625,144.375,146.375,2748200,-0.018035006404008458
2000-07-06,92.53657531738281,145.75,146.46875,144.21875,144.9375,5963200,0.007778092222057387
2000-07-07,94.02470397949219,148.09375,148.78125,146.25,146.6875,3034800,0.01608151865362828
2000-07-10,93.86595153808594,147.84375,148.90625,147.53125,147.875,2816100,-0.001688412030958153
2000-07-11,94.0643310546875,148.15625,149.125,147.15625,147.46875,5431600,0.00211343424693311
2000-07-12,94.67940521240234,149.125,150.125,148.6875,149.28125,5883000,0.006538867079778132
2000-07-13,95.09603881835938,149.78125,150.375,149.1875,149.984375,5356000,0.004400467081751902
2000-07-14,96.02860260009766,151.25,151.25,149.671875,150.4375,5341900,0.009806547079416639
2000-07-17,95.86984252929688,151.0,151.984375,150.6875,150.984375,4208300,-0.0016532581595706253
2000-07-18,95.08615112304688,149.765625,150.625,149.34375,150.625,4262100,-0.008174535240427772
2000-07-19,94.32228088378906,148.5625,149.90625,148.25,149.46875,8506800,-0.008033454191129441
2000-07-20,95.63174438476562,150.625,150.625,148.8125,149.0,4538900,0.013882865095150798
2000-07-21,93.76669311523438,147.6875,149.75,147.6875,149.75,5656900,-0.019502428629006086
2000-07-24,93.23103332519531,146.84375,148.859375,146.5625,148.125,5628500,-0.005712687226590796
2000-07-25,93.52864837646484,147.3125,147.84375,146.78125,147.75,4757100,0.003192231606308882
2000-07-26,92.61597442626953,145.875,147.15625,145.640625,146.96875,12062500,-0.00975822879981847
2000-07-27,92.29853057861328,145.375,146.625,144.6875,145.9375,7652600,-0.0034275280222739735
2000-07-28,90.21527862548828,142.09375,145.90625,141.515625,145.71875,6229500,-0.022570803024330233
2000-07-31,90.79064178466797,143.0,144.125,142.0625,142.9375,5265500,0.006377668704745654
2000-08-01,91.34618377685547,143.875,144.71875,143.125,143.625,3946600,0.006118934520862762
2000-08-02,91.802490234375,144.59375,145.40625,143.625,143.875,7439800,0.004995353266582292
2000-08-03,92.43740844726562,145.59375,145.8125,142.625,142.875,4607100,0.006916132789749563
2000-08-04,92.9334487915039,146.375,146.71875,145.40625,146.3125,3686600,0.005366229458079852
2000-08-07,94.04450225830078,148.125,148.4375,146.375,146.71875,4159800,0.011955366783917842
2000-08-08,94.40161895751953,148.6875,148.8125,147.5,147.5,3658700,0.003797316064663825
2000-08-09,93.6080322265625,147.4375,149.21875,147.375,149.140625,5383800,-0.008406494927953978
2000-08-10,93.15164184570312,146.71875,147.859375,146.28125,147.53125,4193400,-0.004875547215379528
2000-08-11,93.58817291259766,147.40625,148.0,145.5625,146.625,5089400,0.004686241253993195
2000-08-14,94.77861785888672,149.28125,149.5625,147.0625,147.78125,2966700,0.012720036188769601
2000-08-15,94.69924926757812,149.15625,149.8125,148.5625,149.34375,5564600,-0.0008374103052100068
2000-08-16,94.3619613647461,148.625,149.9375,147.84375,149.3125,5191600,-0.00356167451633127
2000-08-17,95.35396575927734,150.1875,150.4375,148.34375,148.6875,5652200,0.010512757261337047
2000-08-18,95.03656005859375,149.6875,150.375,149.21875,150.375,4626400,-0.0033287100138539305
2000-08-21,95.55238342285156,150.5,150.71875,149.40625,150.03125,2380600,0.00542763083954001
2000-08-22,95.3936767578125,150.25,151.3125,150.09375,150.5625,3075300,-0.0016609388416480853
2000-08-23,95.7706069946289,150.84375,151.28125,149.28125,149.8125,5483200,0.003951312598772905
2000-08-24,96.06824493408203,151.3125,151.5,150.5,151.15625,4529000,0.003107821374357833
2000-08-25,96.02860260009766,151.25,151.625,150.9375,151.15625,2822200,-0.00041264763410198135
2000-08-28,96.35594177246094,151.765625,152.90625,151.25,151.25,5518700,0.003408767424498027
2000-08-29,96.37577056884766,151.796875,151.875,150.90625,151.4375,3561900,0.0002057869605336382
2000-08-30,95.45315551757812,150.34375,151.5,150.34375,151.3125,3964800,-0.009573101681303209
2000-08-31,96.72298431396484,152.34375,153.09375,150.90625,151.0625,4863100,0.013303162053693196
2000-09-01,96.82220458984375,152.5,153.59375,152.0,153.25,3191200,0.0010258190086116503
2000-09-05,96.04843139648438,151.28125,152.203125,150.8125,151.875,3470800,-0.007991691540563672
2000-09-06,94.9571762084961,149.5625,151.953125,149.53125,151.1875,4322200,-0.01136150973131067
2000-09-07,95.7706069946289,150.84375,151.078125,149.828125,150.25,4265500,0.008566290812468624
2000-09-08,95.11587524414062,149.8125,150.5,149.328125,150.28125,3518200,-0.00683645818935863
2000-09-11,94.97702026367188,149.59375,151.1875,148.6875,149.75,3937500,-0.0014598507358770663
2000-09-12,94.28260040283203,148.5,150.25,148.4375,149.75,4769100,-0.007311451326984408
2000-09-13,94.53057098388672,148.890625,149.34375,147.65625,148.0,7691600,0.0026300778722183615
2000-09-14,95.00679779052734,149.640625,149.9375,148.15625,149.875,3397100,0.005037807364157265
2000-09-15,92.9281997680664,146.0,148.25,146.0,148.1875,4085700,-0.02187841365881915
2000-09-18,92.0728988647461,144.65625,146.96875,144.203125,146.375,5109300,-0.00920388972836017
2000-09-19,92.90835571289062,145.96875,146.3125,144.703125,145.125,6588200,0.009073862759244822
2000-09-20,92.22209167480469,144.890625,146.03125,143.15625,145.6875,6508100,-0.007386461990637971
2000-09-21,90.81982421875,142.6875,145.5625,142.625,144.46875,5972300,-0.015205331288726254
2000-09-22,92.47077941894531,145.28125,145.3125,142.421875,142.625,7791300,0.018178357141705126
2000-09-25,91.81431579589844,144.25,146.0625,143.71875,145.9375,9726300,-0.007099146640396792
2000-09-26,90.64083099365234,142.40625,145.0,142.40625,144.375,5302400,-0.012781065698455274
2000-09-27,91.11821746826172,143.15625,143.96875,142.125,143.5625,7186200,0.005266792783958474
2000-09-28,92.29173278808594,145.0,146.328125,142.890625,143.1875,7036400,0.012879041671693958
2000-09-29,91.41654968261719,143.625,145.96875,143.625,145.46875,9333600,-0.009482789834256211
